"","truseq","inlysate","purified_RNA","rand_truseq","rank","inlysate_truseq","purified_truseq","inlysate_purified","rand_truseq_truseq"
"34307","MIR1255B1","MIR4435-1","MIR3115","HNRNPD",34307,33255,33536,33599,30533
"34308","MIR1255B2","MIR4435-2","MIR3116-1","LOC102724580",34308,33256,33537,33600,30535
"34309","MIR1256","MIR4436A","MIR3116-2","LOC112267988",34309,33257,33538,33601,30537
"34310","MIR1257","MIR4436B1","MIR3117","LOC112267867",34310,33259,33539,33602,30539
"34311","MIR1258","MIR4436B2","MIR3118-1","CLDN9",34311,33260,33540,33603,30541
"34312","MIR125A","MIR4437","MIR3118-2","MIR6718",34312,33261,33541,33604,30542
"34313","MIR125B1","MIR4438","MIR3118-3","TMEM218",34313,33262,33542,33605,30544
"34314","MIR126","MIR4439","MIR3118-4","HOXC-AS3",34314,33263,33543,33606,30546
"34315","MIR1260A","MIR4440","MIR3119-1","CCDC85B",34315,33264,33544,33607,30548
"34316","MIR1260B","MIR4441","MIR3119-2","EN1",34316,33265,33545,33608,30549
"34317","MIR1261","MIR4442","MIR3120","LOC101928005",34317,33266,33546,33610,30551
"34318","MIR1262","MIR4443","MIR3121","LOC105373102",34318,33267,33547,33611,30553
"34319","MIR1263","MIR4444-1","MIR3122","LOC107986906",34319,33268,33548,33612,30554
"34320","MIR1264","MIR4445","MIR3123","DEFB106B",34320,33269,33549,33613,30556
"34321","MIR1265","MIR4446","MIR3124","CLEC12A-AS1",34321,33270,33551,33614,30557
"34322","MIR1266","MIR4447","MIR3125","SNORA113",34322,33271,33552,33615,30558
"34323","MIR1267","MIR4448","MIR3126","LOC105371635",34323,33272,33554,33616,30560
"34324","MIR1268A","MIR4449","MIR3127","ATG16L1",34324,33273,33555,33618,30562
"34325","MIR1268B","MIR4450","MIR3128","GOLGA7B",34325,33274,33557,33619,30563
"34326","MIR1269A","MIR4451","MIR3129","WNK3",34326,33275,33558,33620,30565
"34327","MIR1269B","MIR4452","MIR3130-1","LOC105376772",34327,33276,33559,33621,30567
"34328","MIR127","MIR4453","MIR3130-2","LOC107984628",34328,33277,33560,33622,30569
"34329","MIR1270","MIR4454","MIR3131","GCDH",34329,33278,33561,33623,30571
"34330","MIR1271","MIR4455","MIR3132","SPATA7",34330,33279,33562,33624,30573
"34331","MIR1272","MIR4456","MIR3133","LOC105376474",34331,33280,33563,33625,30575
"34332","MIR1273C","MIR4457","MIR3134","LOC107984794",34332,33281,33564,33626,30577
"34333","MIR1273H","MIR4458","MIR3135A","LYPD6B",34333,33282,33565,33627,30579
"34334","MIR1275","MIR4460","MIR3135B","CHIT1",34334,33283,33566,33628,30581
"34335","MIR1277","MIR4462","MIR3136","LOC107986086",34335,33284,33568,33629,30583
"34336","MIR1278","MIR4463","MIR3137","DOK5",34336,33285,33569,33630,30585
"34337","MIR1279","MIR4464","MIR3138","LOC105373167",34337,33286,33571,33631,30587
"34338","MIR128-1","MIR4465","MIR3139","TMEM207",34338,33287,33572,33632,30587
"34339","MIR128-2","MIR4466","MIR3140","OTX2",34339,33288,33573,33633,30587
"34340","MIR1281","MIR4467","MIR3141","LOC105373891",34340,33290,33574,33634,30589
"34341","MIR1282","MIR4468","MIR3142","CXCL6",34341,33291,33575,33635,30591
"34342","MIR1283-1","MIR4469","MIR3143","LOC105372158",34342,33293,33576,33636,30593
"34343","MIR1283-2","MIR4470","MIR3144","VASH1",34343,33294,33577,33637,30595
"34344","MIR1284","MIR4471","MIR3145","PRSS22",34344,33295,33579,33638,30596
"34345","MIR1285-1","MIR4472-1","MIR3146","CYP2C18",34345,33296,33580,33639,30598
"34346","MIR1285-2","MIR4472-2","MIR3147","LOC107985469",34346,33297,33581,33640,30600
"34347","MIR1286","MIR4473","MIR3148","FAM182B",34347,33298,33582,33642,30602
"34348","MIR1287","MIR4474","MIR3149","SPDYE16",34348,33299,33584,33643,30604
"34349","MIR1288","MIR4475","MIR3150A","CFC1",34349,33300,33585,33644,30606
"34350","MIR1289-1","MIR4476","MIR3150B","LOC107984435",34350,33301,33586,33645,30607
"34351","MIR1289-2","MIR4477A","MIR3150BHG","MBOAT7",34351,33303,33588,33646,30609
"34352","MIR129-1","MIR4477B","MIR3151","SNORA32",34352,33305,33590,33647,30611
"34353","MIR129-2","MIR4478","MIR3152","LOC105377882",34353,33306,33591,33648,30613
"34354","MIR1290","MIR4479","MIR3153","LOC105375660",34354,33307,33593,33649,30615
"34355","MIR1292","MIR448","MIR3154","LOC107985697",34355,33308,33594,33650,30617
"34356","MIR1293","MIR4480","MIR3155A","LOC105374739",34356,33309,33595,33651,30619
"34357","MIR1294","MIR4481","MIR3155B","SETD5",34357,33310,33596,33652,30621
"34358","MIR1295A","MIR4482","MIR3156-1","LOC107987433",34358,33311,33597,33653,30623
"34359","MIR1295B","MIR4483","MIR3156-2","LOC105374021",34359,33312,33598,33654,30625
"34360","MIR1296","MIR4484","MIR3156-3","RBL2",34360,33313,33599,33655,30627
"34361","MIR1297","MIR4485","MIR3157","MIR6889",34361,33314,33600,33656,30628
"34362","MIR1298","MIR4486","MIR3158-1","GADL1",34362,33315,33601,33657,30630
"34363","MIR1299","MIR4487","MIR3158-2","CRYM-AS1",34363,33316,33602,33658,30632
"34364","MIR1301","MIR4488","MIR3159","DRD3",34364,33317,33603,33659,30634
"34365","MIR1302-1","MIR4489","MIR3160-1","LOC105375217",34365,33318,33604,33660,30636
"34366","MIR1302-10","MIR4490","MIR3160-2","FAM3A",34366,33319,33605,33661,30638
"34367","MIR1302-11","MIR4491","MIR3161","LOC105372860",34367,33320,33606,33662,30640
"34368","MIR1302-2","MIR4492","MIR3162","PIGL",34368,33322,33607,33663,30641
"34369","MIR1302-2HG","MIR4493","MIR3163","GRM7-AS3",34369,33323,33608,33664,30643
"34370","MIR1302-3","MIR4494","MIR3164","LOC105371411",34370,33324,33610,33665,30645
"34371","MIR1302-4","MIR4495","MIR3165","SMNDC1",34371,33325,33612,33666,30646
"34372","MIR1302-5","MIR4496","MIR3166","C8A",34372,33327,33613,33667,30648
"34373","MIR1302-6","MIR4497","MIR3167","ERAS",34373,33328,33614,33668,30650
"34374","MIR1302-7","MIR4498","MIR3168","MAML3",34374,33329,33615,33669,30652
"34375","MIR1302-9","MIR4499","MIR3169","LOC107985363",34375,33330,33616,33670,30654
"34376","MIR1303","MIR449A","MIR3170","LOC105372092",34376,33331,33617,33671,30656
"34377","MIR1305","MIR449B","MIR3171","LOC101927864",34377,33332,33618,33672,30658
"34378","MIR1306","MIR449C","MIR3173","CDX1",34378,33333,33619,33673,30660
"34379","MIR1307","MIR4500","MIR3174","LINC02806",34379,33334,33620,33674,30662
"34380","MIR130A","MIR4500HG","MIR3175","KCNJ1",34380,33335,33621,33675,30664
"34381","MIR132","MIR4501","MIR3176","PNPLA2",34381,33336,33623,33676,30666
"34382","MIR1321","MIR4502","MIR3177","FBXL6",34382,33337,33624,33677,30667
"34383","MIR1322","MIR4503","MIR3178","LINC02705",34383,33338,33625,33678,30669
"34384","MIR1323","MIR4504","MIR3179-1","THAP7",34384,33339,33626,33679,30671
"34385","MIR133A1","MIR4505","MIR3179-2","DYRK4",34385,33340,33627,33680,30673
"34386","MIR133A1HG","MIR4506","MIR3179-3","ZNF292",34386,33341,33628,33681,30675
"34387","MIR133A2","MIR4507","MIR3179-4","TMSB4Y",34387,33342,33629,33682,30676
"34388","MIR133B","MIR4508","MIR3180-1","NR2F1",34388,33343,33630,33683,30678
"34389","MIR134","MIR4509-1","MIR3180-2","KRTAP3-1",34389,33344,33631,33684,30680
"34390","MIR1343","MIR4509-2","MIR3180-3","LOC105371629",34390,33345,33632,33685,30682
"34391","MIR135A1","MIR4509-3","MIR3180-4","LOC107986759",34391,33346,33633,33686,30684
"34392","MIR135A2","MIR450A1","MIR3180-5","LOC105372969",34392,33347,33634,33687,30685
"34393","MIR135B","MIR4511","MIR3181","LOC105369938",34393,33348,33635,33688,30687
"34394","MIR136","MIR4512","MIR3182","MIR12127",34394,33350,33636,33689,30689
"34395","MIR137","MIR4513","MIR3183","FAM47B",34395,33352,33637,33690,30691
"34396","MIR138-2","MIR4514","MIR3184","GLYCTK",34396,33353,33638,33691,30693
"34397","MIR139","MIR4515","MIR3185","LOC145694",34397,33354,33639,33692,30695
"34398","MIR140","MIR4516","MIR3186","C6",34398,33355,33641,33693,30697
"34399","MIR141","MIR4517","MIR3187","GRIA4",34399,33357,33642,33694,30699
"34400","MIR142","MIR4518","MIR3188","MED12L",34400,33358,33643,33695,30701
"34401","MIR143","MIR4519","MIR3189","LOC105376045",34401,33360,33645,33696,30702
"34402","MIR144","MIR451A","MIR3190","LOC105379350",34402,33361,33646,33697,30704
"34403","MIR1468","MIR451B","MIR3191","LOC105370287",34403,33362,33647,33698,30706
"34404","MIR146A","MIR452","MIR3192","LOC107986924",34404,33364,33648,33699,30708
"34405","MIR146B","MIR4520-1","MIR3193","LINC02778",34405,33365,33649,33700,30710
"34406","MIR1470","MIR4520-2","MIR3194","SLC35G6",34406,33366,33650,33701,30711
"34407","MIR1471","MIR4521","MIR3195","KLHL22",34407,33367,33651,33702,30713
"34408","MIR147A","MIR4522","MIR3196","SEMA3C",34408,33369,33652,33703,30715
"34409","MIR147B","MIR4523","MIR3197","SDHA",34409,33371,33653,33704,30717
"34410","MIR148A","MIR4524A","MIR3198-1","SNORA86",34410,33372,33654,33705,30718
"34411","MIR148B","MIR4524B","MIR3198-2","LOC107986305",34411,33373,33655,33706,30720
"34412","MIR149","MIR4525","MIR3199-1","CD80",34412,33374,33656,33707,30722
"34413","MIR150","MIR4526","MIR3199-2","MS4A18",34413,33375,33657,33708,30723
"34414","MIR151A","MIR4527","MIR32","PHACTR2-AS1",34414,33376,33658,33709,30724
"34415","MIR151B","MIR4527HG","MIR3200","WWP2",34415,33378,33659,33711,30726
"34416","MIR153-1","MIR4528","MIR3201","LGALS12",34416,33379,33660,33712,30728
"34417","MIR153-2","MIR4529","MIR3202-1","LOC101929707",34417,33380,33661,33713,30730
"34418","MIR1537","MIR4531","MIR3202-2","LINC02653",34418,33381,33662,33714,30732
"34419","MIR1538","MIR4533","MIR320A","PCDHGB1",34419,33382,33664,33715,30734
"34420","MIR1539","MIR4534","MIR320B1","LOC105378067",34420,33383,33665,33716,30736
"34421","MIR154","MIR4535","MIR320B2","LOC107987227",34421,33384,33666,33717,30738
"34422","MIR155","MIR4536-1","MIR320C1","LOC107987418",34422,33385,33667,33718,30740
"34423","MIR1587","MIR4536-2","MIR320C2","LINC00649",34423,33386,33668,33719,30742
"34424","MIR15A","MIR4537","MIR320D2","CELF6",34424,33387,33669,33720,30744
"34425","MIR15B","MIR4538","MIR320E","SEPTIN6",34425,33388,33670,33721,30746
"34426","MIR16-1","MIR4539","MIR323A","HTR3D",34426,33389,33671,33722,30748
"34427","MIR16-2","MIR454","MIR323B","LOC105375266",34427,33390,33672,33723,30750
"34428","MIR17","MIR4540","MIR325","LOC105376864",34428,33391,33673,33724,30752
"34429","MIR181A1","MIR455","MIR325HG","KCNE1B",34429,33393,33674,33725,30754
"34430","MIR181A2","MIR4632","MIR328","LOC105378539",34430,33394,33675,33726,30756
"34431","MIR181B1","MIR4633","MIR329-1","CINP",34431,33395,33676,33727,30758
"34432","MIR181B2","MIR4634","MIR329-2","TAS2R46",34432,33396,33677,33728,30758
"34433","MIR181C","MIR4635","MIR330","LOC105374883",34433,33398,33679,33729,30760
"34434","MIR181D","MIR4636","MIR331","LOC107984012",34434,33399,33681,33730,30761
"34435","MIR182","MIR4637","MIR335","LOC101928336",34435,33400,33682,33731,30763
"34436","MIR1825","MIR4638","MIR337","LINC01033",34436,33402,33683,33732,30765
"34437","MIR1827","MIR4639","MIR338","MIR1203",34437,33403,33684,33733,30767
"34438","MIR183","MIR4640","MIR33A","ZNF765",34438,33404,33685,33734,30769
"34439","MIR184","MIR4641","MIR33B","LOC105377697",34439,33405,33687,33735,30771
"34440","MIR1843","MIR4642","MIR340","PAGE1",34440,33406,33688,33736,30772
"34441","MIR185","MIR4643","MIR342","DUOX2",34441,33407,33689,33737,30774
"34442","MIR187","MIR4644","MIR345","LOC105377013",34442,33408,33690,33738,30776
"34443","MIR188","MIR4645","MIR346","INE2",34443,33410,33691,33739,30778
"34444","MIR18A","MIR4646","MIR34A","LINC00559",34444,33411,33692,33740,30780
"34445","MIR18B","MIR4647","MIR34B","LOC105376003",34445,33412,33693,33741,30782
"34446","MIR1908","MIR4648","MIR34C","SENP7",34446,33413,33694,33742,30784
"34447","MIR1909","MIR4649","MIR3529","PTGFRN",34447,33414,33695,33743,30785
"34448","MIR190A","MIR4650-1","MIR3591","LOC105371345",34448,33415,33696,33744,30787
"34449","MIR190B","MIR4650-2","MIR3605","LOC107985658",34449,33416,33698,33745,30789
"34450","MIR1910","MIR4651","MIR3606","KLK4",34450,33417,33699,33747,30791
"34451","MIR1911","MIR4652","MIR3609","SLC35E3",34451,33418,33700,33748,30793
"34452","MIR1912","MIR4653","MIR361","KRT9",34452,33420,33701,33749,30795
"34453","MIR1913","MIR4654","MIR3610","LOC102724880",34453,33421,33702,33750,30797
"34454","MIR1914","MIR4655","MIR3611","CCDC187",34454,33422,33703,33751,30799
"34455","MIR1915","MIR4656","MIR3612","NMRK1",34455,33424,33704,33752,30801
"34456","MIR192","MIR4657","MIR3613","LOC102723760",34456,33425,33705,33753,30803
"34457","MIR194-1","MIR4658","MIR3614","LOC105377874",34457,33426,33706,33754,30804
"34458","MIR194-2","MIR4659A","MIR3615","LOC107986007",34458,33427,33707,33755,30806
"34459","MIR194-2HG","MIR4659B","MIR3616","TBC1D17",34459,33428,33708,33756,30808
"34460","MIR195","MIR466","MIR3617","H3C1",34460,33429,33709,33757,30810
"34461","MIR196A2","MIR4660","MIR3618","LOC105376988",34461,33431,33710,33758,30812
"34462","MIR196B","MIR4661","MIR3619","LOC112268096",34462,33432,33712,33759,30814
"34463","MIR197","MIR4662A","MIR362","VN1R1",34463,33433,33713,33760,30816
"34464","MIR1972-1","MIR4662B","MIR3621","FNDC5",34464,33434,33714,33761,30818
"34465","MIR1972-2","MIR4663","MIR3622A","SNORD22",34465,33435,33715,33762,30820
"34466","MIR1973","MIR4664","MIR3622B","LOC107985086",34466,33437,33716,33763,30822
"34467","MIR1976","MIR4665","MIR363","LOC101929577",34467,33438,33717,33764,30824
"34468","MIR198","MIR4666A","MIR3646","H4C1",34468,33439,33718,33765,30825
"34469","MIR199A2","MIR4666B","MIR3648-1","MIR4663",34469,33440,33719,33766,30826
"34470","MIR199B","MIR4667","MIR3648-2","FAHD2B",34470,33441,33720,33767,30828
"34471","MIR19A","MIR4669","MIR3649","SLC2A13",34471,33442,33721,33768,30830
"34472","MIR19B1","MIR4670","MIR3650","LOC107984292",34472,33443,33722,33769,30831
"34473","MIR19B2","MIR4671","MIR3651","TRANK1",34473,33444,33723,33770,30833
"34474","MIR200A","MIR4672","MIR3652","MTRR",34474,33445,33724,33771,30835
"34475","MIR200B","MIR4673","MIR3655","MIR892B",34475,33446,33725,33772,30836
"34476","MIR200C","MIR4674","MIR3657","DONSON",34476,33447,33726,33773,30838
"34477","MIR200CHG","MIR4675","MIR3658","ENY2",34477,33448,33727,33774,30840
"34478","MIR202","MIR4676","MIR3659","PKD1L3",34478,33449,33728,33775,30842
"34479","MIR202HG","MIR4677","MIR365A","LOC105378161",34479,33450,33729,33776,30844
"34480","MIR203A","MIR4678","MIR3660","RBMS2",34480,33451,33730,33777,30846
"34481","MIR203B","MIR4679-1","MIR3661","PABPC1",34481,33452,33731,33778,30848
"34482","MIR204","MIR4679-2","MIR3662","DIDO1",34482,33453,33733,33779,30850
"34483","MIR205","MIR4680","MIR3663","GRIFIN",34483,33454,33734,33780,30852
"34484","MIR2052","MIR4681","MIR3663HG","LOC105372371",34484,33455,33735,33781,30854
"34485","MIR2052HG","MIR4682","MIR3664","THOC5",34485,33456,33736,33782,30856
"34486","MIR2053","MIR4683","MIR3665","SLITRK3",34486,33457,33737,33783,30858
"34487","MIR2054","MIR4684","MIR3666","WIPF1",34487,33458,33738,33784,30860
"34488","MIR205HG","MIR4685","MIR3667","NDUFB6",34488,33459,33739,33785,30862
"34489","MIR206","MIR4686","MIR3668","MIR6759",34489,33460,33740,33786,30863
"34490","MIR208A","MIR4687","MIR367","MIR637",34490,33461,33741,33787,30865
"34491","MIR208B","MIR4688","MIR3670-1","LOC105374567",34491,33462,33742,33788,30867
"34492","MIR20A","MIR4689","MIR3670-2","CSNK1G3",34492,33463,33743,33789,30869
"34493","MIR20B","MIR4690","MIR3670-3","RIBC2",34493,33464,33744,33791,30871
"34494","MIR21","MIR4692","MIR3670-4","KCNRG",34494,33465,33745,33792,30873
"34495","MIR210","MIR4693","MIR3671","LOC105379137",34495,33466,33746,33793,30875
"34496","MIR211","MIR4694","MIR3672","MIF4GD",34496,33467,33747,33794,30877
"34497","MIR2110","MIR4695","MIR3674","MRAP-AS1",34497,33468,33748,33795,30879
"34498","MIR2113","MIR4696","MIR3675","MIR326",34498,33469,33749,33796,30880
"34499","MIR2114","MIR4697","MIR3677","F11R",34499,33470,33751,33797,30882
"34500","MIR2115","MIR4698","MIR3678","LYG1",34500,33471,33752,33798,30884
"34501","MIR2117","MIR4699","MIR3679","LOC105375919",34501,33472,33753,33799,30886
"34502","MIR2117HG","MIR4700","MIR3680-1","CA13",34502,33473,33754,33800,30888
"34503","MIR212","MIR4701","MIR3680-2","LINC01796",34503,33475,33755,33801,30890
"34504","MIR214","MIR4703","MIR3681","SNORD13D",34504,33476,33756,33802,30891
"34505","MIR215","MIR4704","MIR3683","DYTN",34505,33477,33757,33803,30893
"34506","MIR216A","MIR4705","MIR3684","LOC728554",34506,33478,33758,33804,30894
"34507","MIR216B","MIR4706","MIR3685","SLC30A7",34507,33479,33760,33805,30896
"34508","MIR217","MIR4707","MIR3686","LOC107985581",34508,33480,33761,33806,30898
"34509","MIR217HG","MIR4708","MIR3688-1","P2RX5",34509,33481,33762,33807,30899
"34510","MIR218-1","MIR4709","MIR3688-2","LOC644554",34510,33482,33763,33808,30901
"34511","MIR218-2","MIR4710","MIR3689A","RESF1",34511,33483,33764,33809,30903
"34512","MIR219A1","MIR4711","MIR3689B","UBL7-AS1",34512,33484,33765,33810,30905
"34513","MIR219A2","MIR4712","MIR3689C","SEC61A2",34513,33486,33766,33811,30907
"34514","MIR219B","MIR4713","MIR3689D1","LOC107985478",34514,33487,33767,33812,30909
"34515","MIR22","MIR4713HG","MIR3689D2","LOC102724438",34515,33489,33768,33813,30911
"34516","MIR223","MIR4714","MIR3689E","FGF12-AS2",34516,33490,33769,33814,30913
"34517","MIR224","MIR4715","MIR3689F","PRH1",34517,33491,33770,33815,30914
"34518","MIR2276","MIR4716","MIR369","LOC105374837",34518,33492,33771,33816,30915
"34519","MIR2277","MIR4717","MIR3690","LOC101930276",34519,33493,33772,33817,30917
"34520","MIR2278","MIR4718","MIR3691","LOC107984340",34520,33494,33773,33818,30918
"34521","MIR2355","MIR4719","MIR3692","PAQR5",34521,33495,33774,33819,30920
"34522","MIR2392","MIR4720","MIR370","PHAX",34522,33497,33775,33820,30921
"34523","MIR23A","MIR4721","MIR3713","LOC101927911",34523,33498,33776,33821,30923
"34524","MIR23B","MIR4722","MIR3714","ANP32AP1",34524,33499,33777,33822,30925
"34525","MIR23C","MIR4723","MIR371A","LOC105371132",34525,33500,33778,33824,30927
"34526","MIR24-1","MIR4724","MIR371B","LCE1E",34526,33501,33779,33825,30929
"34527","MIR24-2","MIR4725","MIR372","OR4P4",34527,33502,33780,33827,30930
"34528","MIR2467","MIR4726","MIR373","RNA5-8SN3",34528,33503,33781,33828,30931
"34529","MIR2681","MIR4727","MIR374A","SUSD1",34529,33504,33782,33829,30933
"34530","MIR26A1","MIR4728","MIR374B","LOC105374933",34530,33505,33783,33830,30935
"34531","MIR26B","MIR4729","MIR374C","LOC105376103",34531,33506,33784,33831,30937
"34532","MIR27A","MIR4730","MIR375","LOC105374519",34532,33507,33785,33832,30939
"34533","MIR27B","MIR4731","MIR376A1","ITGA2",34533,33508,33786,33833,30941
"34534","MIR28","MIR4732","MIR376A2","ATAT1",34534,33509,33787,33834,30942
"34535","MIR2861","MIR4733","MIR376B","FAM200B",34535,33510,33788,33835,30944
"34536","MIR2909","MIR4734","MIR376C","LURAP1",34536,33511,33789,33836,30946
"34537","MIR296","MIR4735","MIR378A","DIPK2B",34537,33512,33790,33837,30948
"34538","MIR297","MIR4736","MIR378B","KLF6",34538,33513,33791,33838,30950
"34539","MIR298","MIR4737","MIR378C","LOC100506405",34539,33514,33792,33839,30952
"34540","MIR299","MIR4738","MIR378D1","LOC101928570",34540,33516,33793,33840,30954
"34541","MIR29B1","MIR4739","MIR378E","MAN2A2",34541,33517,33794,33841,30956
"34542","MIR29B2","MIR4740","MIR378F","LOC107985034",34542,33518,33795,33842,30958
"34543","MIR29C","MIR4741","MIR378G","SRD5A1P1",34543,33519,33796,33843,30960
"34544","MIR300","MIR4742","MIR378H","FAM243A",34544,33521,33798,33844,30962
"34545","MIR301A","MIR4743","MIR378I","RPS18",34545,33522,33800,33846,30964
"34546","MIR301B","MIR4744","MIR378J","CACNA2D2",34546,33523,33801,33847,30966
"34547","MIR302A","MIR4745","MIR379","ANP32D",34547,33524,33802,33848,30968
"34548","MIR302B","MIR4746","MIR380","CYP2C9",34548,33526,33803,33849,30970
"34549","MIR302C","MIR4747","MIR381","COL4A4",34549,33527,33804,33850,30972
"34550","MIR302D","MIR4748","MIR381HG","HMGN4",34550,33528,33805,33851,30974
"34551","MIR302E","MIR4749","MIR382","TRAF5",34551,33529,33806,33852,30976
"34552","MIR302F","MIR4750","MIR383","LOC105379640",34552,33531,33807,33854,30978
"34553","MIR3059","MIR4751","MIR384","LINC01365",34553,33532,33808,33855,30980
"34554","MIR3065","MIR4752","MIR3907","LYSMD4",34554,33533,33809,33856,30982
"34555","MIR3074","MIR4753","MIR3908","URGCP",34555,33534,33810,33857,30984
"34556","MIR3085","MIR4754","MIR3909","LOC105373911",34556,33536,33811,33858,30986
"34557","MIR30A","MIR4755","MIR3910-1","PTCRA",34557,33537,33812,33859,30987
"34558","MIR30B","MIR4756","MIR3910-2","LOC101928718",34558,33538,33813,33860,30989
"34559","MIR30C1","MIR4757","MIR3912","GPR155",34559,33540,33814,33861,30990
"34560","MIR30D","MIR4758","MIR3913-1","LGALS7B",34560,33541,33815,33862,30992
"34561","MIR30E","MIR4759","MIR3913-2","LOC101928933",34561,33542,33816,33863,30994
