	samp_1_DMSO	samp_2_DMSO	samp_3_DMSO	samp_4_DMSO	samp_5_DMSO	samp_6_DMSO	samp_1_calmidazolium 	samp_2_calmidazolium 	samp_3_calmidazolium 	samp_4_calmidazolium 	samp_5_calmidazolium 	samp_6_calmidazolium 	samp_1_fludrocortisone	samp_2_fludrocortisone	samp_3_fludrocortisone	samp_4_fludrocortisone	samp_5_fludrocortisone	samp_6_fludrocortisone
CACNA2D3	3	7	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0
CACNA2D3-AS1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNB1	42	30	12	3	4	3	18	1	6	13	2	4	7	3	13	1	2	1
CACNB2	5	7	1	5	2	0	1	0	2	7	1	1	2	1	3	0	5	0
CACNB3	120	281	92	73	52	20	45	7	10	65	5	6	9	31	26	18	60	12
CACNB4	0	6	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1
CACNG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG7	0	3	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0
CACNG8	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACTIN	109	162	59	51	46	25	42	5	10	26	5	3	10	16	12	9	20	4
CACTIN-AS1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CACUL1	395	887	428	272	188	94	304	31	100	243	37	27	41	92	101	50	128	38
CACYBP	804	1737	497	467	425	196	382	45	119	410	58	55	75	161	192	112	313	49
CAD	357	859	188	226	138	93	98	16	38	84	13	19	45	59	59	55	128	26
CADM1	18	26	10	3	5	1	16	1	1	1	0	1	8	3	14	1	1	0
CADM2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM3	0	0	5	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CADM3-AS1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
CADM4	2	1	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0
CADPS	36	71	37	34	3	1	26	2	13	23	1	5	6	7	16	9	2	2
CADPS2	33	26	14	12	9	6	14	1	1	8	0	3	3	1	0	8	6	2
CAGE1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0
CAHM	2	10	2	4	10	0	5	2	2	5	3	0	3	0	1	2	4	0
CALB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALB2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCB	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCOCO1	217	379	96	117	103	73	85	11	36	66	18	11	22	27	28	19	71	15
CALCOCO2	629	1205	425	342	243	166	301	39	75	194	42	49	78	154	161	87	201	60
CALCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCRL	3	16	7	5	1	2	6	0	0	4	0	0	9	11	4	1	1	0
CALD1	7230	13068	4526	3799	3351	1666	2578	401	982	2522	472	577	846	1316	1702	955	2775	610
CALHM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALHM2	573	961	331	336	228	151	203	30	47	243	20	34	46	82	137	64	163	42
CALHM3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALHM4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALHM5	114	266	83	77	36	33	32	7	13	32	5	6	7	18	16	15	35	4
CALHM6	23	66	22	12	19	2	14	0	8	5	1	1	0	11	5	3	6	3
CALM1	9687	17785	6831	4534	4372	2247	3367	539	1287	2922	542	689	906	1679	2440	1109	3439	704
CALM2	9452	15488	8108	4722	5266	2188	3349	447	1589	3027	623	649	830	1278	2469	1037	3617	556
CALM3	2375	4052	1455	1265	966	468	838	116	263	779	103	172	214	416	499	246	767	154
CALML3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALML3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALML4	24	72	8	28	9	7	26	0	4	12	0	0	7	10	5	3	4	3
CALML5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALML6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALN1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CALR	8271	18870	5107	5392	4101	2090	3706	567	991	3128	527	727	842	1748	1707	1159	3062	729
CALR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALR4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALU	13629	26786	10188	7023	6795	3595	4607	791	2101	4678	746	1201	1436	2431	4185	1587	4860	1074
CALY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK1	308	688	174	170	147	84	81	19	36	139	10	25	27	43	42	31	93	19
CAMK1D	52	21	12	13	5	6	14	1	0	27	3	1	1	5	5	8	7	2
CAMK1G	21	10	22	0	1	2	1	0	4	0	0	0	1	0	0	3	0	0
CAMK2A	9	62	2	8	10	4	21	1	0	11	0	1	4	1	1	3	9	0
CAMK2B	1	6	6	0	1	1	0	0	1	1	0	0	3	1	1	0	7	0
CAMK2D	987	2252	695	685	468	204	469	85	181	470	77	89	119	185	220	126	411	74
CAMK2G	308	599	167	142	77	63	118	13	50	111	19	17	34	57	59	30	84	20
CAMK2N1	2700	3356	1465	1088	908	257	861	83	336	730	126	90	330	509	879	426	1377	186
CAMK2N2	26	64	18	19	2	26	3	3	8	8	1	2	7	6	10	7	7	2
CAMK4	87	103	24	33	12	8	71	5	4	5	2	2	5	16	10	5	16	7
CAMKK1	142	302	89	37	24	29	116	2	48	55	9	28	7	30	25	15	41	16
CAMKK2	349	853	267	187	148	86	205	20	51	121	24	33	53	53	117	34	119	35
CAMKMT	63	77	15	24	8	7	6	1	6	11	1	4	2	11	7	3	9	2
CAMKV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMLG	1098	1571	552	505	239	186	303	38	109	298	39	45	96	178	163	102	249	70
CAMP	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CAMSAP1	151	323	105	69	86	61	63	7	28	67	9	18	17	31	50	20	68	5
CAMSAP2	695	1385	541	387	289	227	446	57	117	367	82	100	74	133	217	78	219	64
CAMSAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA1	554	1255	358	313	370	146	344	42	85	235	48	45	75	115	109	72	169	49
CAMTA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA1-DT	6	6	3	0	1	0	0	1	0	0	0	0	1	1	4	0	1	1
CAMTA2	176	356	163	108	66	38	57	7	53	101	4	16	18	38	70	33	44	10
CAND1	773	1495	439	498	311	190	338	47	100	271	31	60	51	131	157	79	208	63
CAND1.11	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
CAND2	20	8	7	10	1	1	5	1	0	1	0	0	0	0	3	1	1	0
CANT1	747	1227	494	347	307	143	279	55	71	255	48	56	72	114	185	74	228	54
CANX	80	253	28	42	49	9	31	11	9	28	6	8	13	21	12	9	43	2
CAP1	4736	9653	3932	2781	2694	1347	1747	306	701	1670	328	415	511	945	1492	656	2201	440
CAP2	135	354	148	126	146	49	74	9	29	40	14	4	8	34	53	14	112	12
CAPG	2007	5693	1255	1064	1010	380	729	165	284	781	119	117	218	507	397	256	831	165
CAPN1	768	1248	410	442	262	122	248	47	74	234	20	37	75	150	149	86	194	33
CAPN10	89	133	57	31	34	21	56	5	21	26	4	8	3	6	14	15	25	6
CAPN10-DT	21	15	1	1	3	11	0	1	0	2	1	0	0	0	1	0	4	0
CAPN11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CAPN15	143	295	73	70	72	33	76	9	13	52	4	9	9	25	23	16	44	3
CAPN2	4830	9440	3313	2188	2132	993	1802	302	657	1500	256	282	482	873	1121	527	1612	309
CAPN3	17	39	10	8	5	4	2	0	10	3	0	2	6	5	4	2	11	3
CAPN5	412	961	314	329	150	87	170	25	49	239	32	42	40	55	107	63	115	32
CAPN6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN7	249	384	133	110	79	41	139	17	24	87	18	30	24	29	66	24	55	28
CAPN8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPNS1	6644	10189	4509	3064	2991	1240	2379	351	889	2108	355	443	701	939	1721	774	2158	385
CAPNS2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
CAPRIN1	902	2100	553	535	510	195	249	54	118	303	57	64	83	177	204	107	355	65
CAPRIN2	242	514	152	128	126	90	161	17	51	102	21	14	23	56	49	38	113	17
CAPS	102	54	74	35	29	11	22	1	1	26	5	3	4	7	12	6	35	2
CAPS2	15	25	3	7	8	4	4	1	0	3	0	2	1	0	0	2	1	0
CAPS2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPSL	0	4	1	0	0	3	1	0	0	4	0	1	0	0	0	0	1	0
CAPZA1	1828	3864	1312	1159	935	419	722	94	308	719	103	111	185	306	443	225	722	135
CAPZA2	1088	1868	605	616	581	204	416	41	91	291	59	59	111	147	263	128	315	70
CAPZA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPZB	2102	4167	1250	1064	953	492	749	127	296	610	128	139	201	358	405	251	796	159
CARD10	21	67	2	1	15	2	12	1	0	2	2	5	0	2	1	2	7	1
CARD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD11-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD16	13	23	4	17	16	2	1	0	2	5	1	0	2	2	9	3	3	0
CARD17	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
CARD18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD19	516	658	265	241	131	102	200	33	55	159	17	30	42	48	81	43	92	17
CARD6	173	364	222	67	86	24	47	21	60	50	7	15	17	49	94	13	39	16
CARD8	114	202	66	53	34	15	36	8	12	23	2	2	10	22	28	10	29	8
CARD8-AS1	33	62	12	20	12	0	3	1	0	1	3	4	4	4	1	3	3	1
CARD9	0	2	1	0	6	0	0	0	0	0	0	1	0	0	0	0	1	0
CARF	59	73	17	7	19	8	8	2	1	18	1	2	3	9	5	1	15	1
CARHSP1	473	952	288	222	259	106	108	15	50	139	24	34	52	95	108	51	165	35
CARM1	1063	1782	682	566	374	196	360	50	112	312	41	61	100	189	245	104	274	47
CARMIL1	55	138	34	46	13	24	38	9	8	23	1	6	14	33	31	7	13	8
CARMIL2	15	43	4	12	7	11	2	0	1	2	2	0	0	0	5	1	3	4
CARMIL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARMN	25	51	0	2	9	9	0	0	1	2	0	1	1	0	0	0	10	4
CARNMT1	328	787	225	220	170	89	179	34	55	160	17	8	36	45	91	44	117	21
CARNMT1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARNS1	0	3	2	0	4	0	0	2	0	0	0	0	0	0	2	1	1	0
CARS-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARS1	22	36	15	7	3	11	30	1	0	6	3	5	3	4	1	0	1	3
CARS2	786	1853	613	620	325	197	329	51	125	417	49	51	83	203	233	150	316	46
CARTPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC1	12	3	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
CASC11	3	1	1	0	0	0	3	0	3	0	0	0	0	0	1	0	0	0
CASC15	1	9	15	13	0	1	4	0	1	2	0	1	0	0	0	0	0	2
CASC16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC18	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0
CASC19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC2	17	12	24	6	6	1	10	0	4	5	2	3	0	5	0	0	13	3
CASC20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC3	604	913	290	300	201	138	204	28	58	200	22	41	50	96	141	60	146	35
CASC4	602	1164	319	357	191	140	281	43	107	233	21	37	55	96	106	66	102	51
CASC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC8	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASD1	84	116	19	27	20	9	38	4	5	18	3	10	7	17	5	4	14	5
CASK	345	501	215	144	79	80	136	22	31	97	16	31	35	62	76	33	70	22
CASKIN1	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0
CASKIN2	100	158	62	53	21	11	53	4	11	30	7	10	9	26	32	14	40	7
CASP1	30	65	11	38	12	9	12	1	0	16	1	1	2	1	2	4	3	0
CASP10	40	132	29	39	18	8	17	0	6	8	9	1	5	5	6	2	28	1
CASP12	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CASP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP16P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP17P	10	2	4	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0
CASP1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP2	261	441	115	106	114	75	66	12	10	97	7	20	14	48	49	28	82	17
CASP3	300	483	97	133	122	87	152	19	22	113	18	35	26	61	72	24	93	28
CASP4	269	723	281	144	133	72	129	15	43	136	15	33	35	60	78	49	80	31
CASP5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CASP6	184	203	87	87	44	23	22	11	21	27	5	4	12	14	19	15	31	14
CASP7	130	217	54	65	42	15	49	4	8	28	3	6	16	16	11	15	28	8
CASP8	47	59	13	29	15	5	15	0	3	15	2	2	1	13	10	3	18	2
CASP8AP2	9	10	5	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0
CASP9	65	165	32	33	18	9	19	2	8	13	3	4	1	8	9	11	26	8
CASQ1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASQ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASR	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
CASS4	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CAST	3506	6311	2404	1458	1442	594	1113	174	459	1152	193	259	304	644	881	349	1106	213
CASTOR1	38	44	31	18	21	10	5	6	1	18	3	6	6	7	9	8	8	1
CASTOR2	315	819	311	212	180	84	122	14	62	136	18	23	38	73	111	69	124	34
CASTOR3	54	151	48	36	50	18	44	7	15	27	8	10	12	21	12	11	30	4
CASZ1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
CAT	492	890	325	317	162	82	164	29	57	179	13	32	52	73	117	46	98	32
CATIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATIP-AS1	2	1	0	2	0	1	0	0	0	5	0	0	0	3	0	1	0	0
CATIP-AS2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CATSPER1	23	20	10	20	24	1	1	0	1	21	0	2	3	1	2	2	2	2
CATSPER2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPER2P1	3	15	0	0	0	1	1	1	1	5	0	0	0	0	1	1	2	0
CATSPER3	0	2	1	0	0	1	3	0	0	0	0	0	0	0	3	0	2	0
CATSPER4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPERB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPERD	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPERE	11	17	4	8	4	5	2	0	0	18	1	2	3	0	2	2	3	5
CATSPERG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPERZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV1	15512	22960	7973	6737	5231	2248	5190	607	1509	4122	712	864	1872	2019	3445	1727	4883	952
CAV2	2108	4021	1549	1106	1328	413	759	140	338	705	172	160	238	442	532	286	1060	163
CAV3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	0
CAVIN1	7660	12700	4608	3270	3934	1551	2572	330	966	2114	384	469	746	1066	1751	817	2809	484
CAVIN2	56	198	17	47	23	6	16	4	10	21	1	3	5	20	6	5	15	3
CAVIN2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN3	4258	6770	1549	1762	1326	743	1309	172	328	937	142	247	359	517	593	296	1010	214
CAVIN4	8	26	11	13	5	11	6	1	7	26	2	7	3	1	2	0	12	1
CBARP	32	108	19	18	13	5	72	3	16	35	9	1	6	3	16	5	9	2
CBFA2T2	100	177	38	70	39	42	94	10	18	43	10	7	8	15	20	12	28	11
CBFA2T3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBFB	517	1155	360	348	347	176	237	46	63	259	23	55	69	97	178	62	198	48
CBL	215	455	138	124	88	31	131	6	45	89	13	7	28	29	41	26	70	14
CBLB	154	497	142	160	82	118	420	18	84	180	34	46	18	39	56	30	82	30
CBLC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLIF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLL1	128	202	101	67	76	38	98	9	25	106	15	12	19	19	42	14	66	11
CBLL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLN2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
CBLN3	45	53	22	24	10	11	3	1	4	13	1	2	4	14	6	1	9	3
CBLN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBR1	1465	2429	820	874	449	362	401	57	164	429	48	81	108	163	298	157	288	97
CBR3	456	809	176	269	201	111	135	20	50	126	15	31	28	100	64	41	88	26
CBR3-AS1	0	16	2	10	1	0	3	0	0	0	0	0	0	1	0	1	0	0
CBR4	124	294	74	112	66	39	45	9	18	48	9	18	9	21	25	22	60	6
CBS	3	3	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1
CBSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBWD1	84	94	23	18	11	11	18	3	3	22	1	3	6	12	22	5	28	2
CBWD2	39	81	16	28	25	13	6	4	3	6	3	1	4	9	34	7	21	1
CBWD3	5	6	2	62	0	0	1	0	0	2	0	0	1	2	6	1	1	0
CBWD5	5	36	2	4	1	2	1	0	0	2	0	0	0	0	0	1	6	0
CBWD6	4	22	14	6	4	1	1	0	5	0	0	0	0	5	0	3	10	0
CBX1	857	1827	664	571	508	214	311	55	169	298	43	71	72	140	214	80	343	77
CBX2	8	30	9	7	10	2	1	1	1	1	0	0	3	7	1	4	3	1
CBX3	2377	5000	1350	1357	1064	648	849	150	316	870	144	191	377	602	656	358	854	222
CBX3P2	1	6	1	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0
CBX4	125	226	71	75	60	40	156	14	18	62	12	13	18	23	22	14	46	10
CBX5	859	1768	579	469	443	190	268	39	122	257	65	67	102	171	191	93	383	60
CBX6	817	1724	370	372	267	106	194	41	73	227	24	40	50	103	133	66	184	43
CBX7	33	81	13	13	8	9	10	2	5	5	1	4	3	6	9	3	15	5
CBX8	9	26	11	11	1	4	3	1	1	7	1	0	0	1	4	1	6	1
CBY1	264	483	152	136	77	86	124	17	29	132	13	16	23	38	70	21	64	27
CBY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CC2D1A	22	4	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
CC2D1B	181	249	109	75	59	28	68	4	19	50	5	9	16	21	31	29	39	4
CC2D2A	224	257	37	71	57	12	45	5	24	48	9	10	15	17	19	23	39	6
CC2D2B	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
CCAR1	1013	1858	575	475	438	235	351	44	144	354	60	53	84	159	229	108	338	77
CCAR2	215	574	210	88	128	79	69	15	25	64	15	19	36	35	41	17	69	12
CCAT1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCBE1	605	787	477	195	243	54	144	27	90	148	30	15	54	91	229	40	165	22
CCDC102A	84	135	43	52	42	9	34	2	5	29	2	4	6	12	6	8	22	2
CCDC102B	4	25	17	8	8	4	12	1	1	11	0	2	1	0	7	3	11	4
CCDC103	14	66	9	20	16	2	5	1	1	5	1	0	2	4	1	3	25	3
CCDC105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC106	62	112	30	36	24	5	15	3	8	25	2	2	9	11	11	8	15	6
CCDC107	255	398	156	123	108	65	156	13	30	96	15	18	35	45	87	29	116	27
CCDC110	2	6	1	1	0	4	0	0	0	1	0	0	0	1	0	1	1	0
CCDC112	160	295	116	92	82	30	74	9	26	70	9	16	23	28	38	13	58	9
CCDC113	48	88	27	15	24	7	18	0	0	10	3	4	3	14	8	4	18	2
CCDC114	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC115	271	420	200	143	46	57	60	5	33	60	12	11	24	48	47	20	72	13
CCDC116	0	9	1	1	4	2	0	0	0	0	0	1	0	0	0	2	0	0
CCDC117	185	303	83	95	67	48	110	12	19	84	14	14	20	27	41	25	36	17
CCDC12	414	671	195	170	133	83	159	27	40	135	28	26	48	44	84	38	112	30
CCDC120	18	59	29	18	11	1	6	1	0	10	1	1	3	2	8	1	6	2
CCDC121	3	7	2	4	1	0	1	0	0	0	0	1	1	0	6	0	0	2
CCDC122	50	114	24	16	21	16	48	5	2	9	4	10	5	5	17	4	17	5
CCDC124	493	826	255	160	180	73	125	23	46	126	22	13	40	60	90	48	121	27
CCDC125	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
CCDC126	36	58	23	25	10	13	32	2	2	18	1	5	3	6	15	9	5	1
CCDC127	256	470	140	129	92	52	126	16	21	62	13	19	22	34	24	27	70	19
CCDC13	3	2	4	3	1	2	0	0	0	0	0	0	0	0	6	0	5	0
CCDC13-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC130	182	269	119	87	74	38	91	6	38	44	9	15	7	19	33	17	49	18
CCDC134	153	196	68	44	42	20	32	5	5	21	1	14	3	26	21	16	17	4
CCDC136	70	112	70	37	37	15	20	7	30	21	1	4	2	11	23	5	14	6
CCDC137	418	613	246	160	137	68	97	17	34	88	9	21	38	60	52	42	75	26
CCDC138	14	45	11	13	10	13	6	1	2	5	0	2	0	6	10	1	5	2
CCDC14	188	362	178	105	123	52	64	14	27	62	16	18	13	34	51	18	70	14
CCDC140	3	7	2	1	3	1	0	0	0	2	0	0	4	2	1	1	2	0
CCDC141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC142	39	59	8	19	8	10	15	4	13	16	4	0	4	11	2	2	7	1
CCDC144A	9	10	1	1	7	4	0	1	0	1	0	0	0	3	2	1	2	1
CCDC144B	6	45	15	7	16	4	4	1	11	4	3	1	1	10	3	7	15	2
CCDC144CP	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
CCDC144NL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC144NL-AS1	1	7	2	3	8	1	1	1	3	1	0	0	0	0	0	0	2	0
CCDC146	18	35	10	16	6	10	21	5	0	26	1	6	0	2	2	2	4	2
CCDC148	3	4	1	2	2	1	1	0	0	0	0	0	1	0	0	1	5	0
CCDC148-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC149	145	362	137	109	88	61	101	14	26	108	12	20	23	50	52	22	64	17
CCDC15	43	172	30	25	27	11	11	2	9	7	1	3	1	19	21	11	32	0
CCDC15-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC150	25	31	18	7	17	12	14	1	13	15	3	2	0	16	5	1	5	5
CCDC151	8	1	1	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0
CCDC152	19	126	40	13	60	13	3	3	11	14	2	6	3	16	17	12	62	2
CCDC153	9	20	1	3	0	2	0	1	0	5	0	0	0	0	0	0	2	1
CCDC154	2	2	1	2	2	0	1	1	0	6	0	0	0	0	0	0	0	1
CCDC155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC157	22	38	22	20	22	3	15	3	3	4	0	1	2	2	7	2	12	1
CCDC158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CCDC159	41	87	15	50	23	7	54	3	14	34	3	0	17	5	14	9	18	7
CCDC160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC162P	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0
CCDC163	8	9	3	11	7	4	13	0	2	14	2	1	1	2	2	4	1	1
CCDC166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC167	292	789	380	205	209	67	82	21	53	139	15	27	34	102	145	35	126	24
CCDC168	5	2	2	2	7	1	1	0	0	2	0	0	0	2	0	0	6	0
CCDC169	2	24	9	1	0	1	1	0	1	0	0	0	1	3	1	1	0	0
CCDC169-SOHLH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC17	1	1	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0
CCDC170	14	82	27	15	12	4	12	0	1	12	2	2	0	2	2	2	5	2
CCDC171	38	44	12	36	16	7	5	1	3	5	3	4	1	10	11	2	15	1
CCDC172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
