	samp_1_DMSO	samp_2_DMSO	samp_3_DMSO	samp_4_DMSO	samp_5_DMSO	samp_6_DMSO	samp_1_calmidazolium 	samp_2_calmidazolium 	samp_3_calmidazolium 	samp_4_calmidazolium 	samp_5_calmidazolium 	samp_6_calmidazolium 	samp_1_fludrocortisone	samp_2_fludrocortisone	samp_3_fludrocortisone	samp_4_fludrocortisone	samp_5_fludrocortisone	samp_6_fludrocortisone
FGF14-AS2	11	5	9	3	3	2	8	4	1	5	6	3	28	22	0	13	16	3
FGF14-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF18	1	7	16	1	4	1	6	13	11	6	12	4	5	3	1	2	7	2
FGF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF2	447	352	1357	226	886	519	500	692	375	668	1142	704	757	510	78	716	1991	350
FGF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF22	0	1	0	0	0	2	2	0	0	0	2	0	4	1	0	0	1	0
FGF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF5	166	144	745	113	330	106	371	245	170	367	415	128	286	157	33	292	652	79
FGF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7	162	156	1397	154	289	325	362	267	425	586	528	482	423	215	120	407	816	246
FGF7P3	0	1	2	1	6	0	0	2	3	1	2	1	1	7	0	3	6	0
FGF7P6	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	4	0
FGF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF9	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FGFBP1	2	1	0	2	0	0	1	0	0	2	0	0	3	0	0	3	0	2
FGFBP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FGFBP3	1	3	8	0	2	1	3	4	6	4	3	6	8	8	0	4	16	9
FGFR1	982	1167	2639	639	1183	994	847	1716	887	1214	1122	682	3063	3196	388	3083	4800	2104
FGFR1OP	41	45	101	25	63	49	56	91	51	75	114	36	134	135	15	161	324	98
FGFR1OP2	195	158	420	106	216	160	183	267	117	278	213	147	455	410	65	524	779	254
FGFR2	1	1	0	1	0	0	0	2	0	1	0	0	0	2	0	2	5	1
FGFR3	1	5	4	2	7	6	0	5	1	4	3	5	7	7	2	5	21	11
FGFR4	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1
FGFRL1	125	187	592	115	350	257	117	334	271	223	422	169	300	511	105	481	1709	567
FGG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGGY	65	37	78	29	57	24	65	48	64	81	26	36	199	117	16	194	213	25
FGL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGL2	1	7	7	5	2	11	0	9	1	4	3	9	3	17	0	12	12	31
FGR	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	4
FH	482	335	551	195	407	274	424	419	177	541	455	190	1389	951	80	1173	1727	532
FHAD1	2	4	7	1	0	3	3	4	8	2	0	0	11	4	0	0	2	0
FHAD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHDC1	2	0	3	0	0	0	2	0	0	1	5	1	9	11	1	10	13	3
FHIT	17	16	7	3	3	4	11	17	5	12	8	1	29	18	2	30	21	3
FHL1	319	212	744	102	465	256	340	291	246	327	462	315	1178	603	141	737	1735	531
FHL2	621	712	1585	350	1031	657	1191	1540	720	1309	1631	790	1420	1395	172	1434	3381	898
FHL3	247	190	363	96	184	175	323	372	159	299	259	185	673	437	78	505	789	434
FHL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD1	308	327	552	176	238	260	265	389	209	415	174	198	792	735	80	665	805	503
FHOD3	85	142	364	52	184	67	78	160	150	92	200	41	395	323	34	261	570	125
FIBCD1	52	90	16	20	40	40	54	161	6	39	46	30	119	274	0	103	182	72
FIBIN	282	143	337	69	53	50	213	170	116	206	49	44	1345	543	57	732	412	198
FIBP	1801	1151	1930	803	1179	848	1383	1471	836	1583	991	657	4384	2451	313	3250	3519	1500
FICD	40	46	125	40	70	59	22	78	40	66	67	47	160	135	20	228	282	106
FIG4	78	62	148	46	72	27	96	89	42	118	60	20	282	156	13	281	294	66
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIGN	18	27	45	8	43	17	10	32	23	40	38	10	65	67	11	84	119	28
FIGNL1	37	36	61	20	49	34	31	30	16	21	24	10	89	82	15	79	161	56
FIGNL2	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1
FIGNL2-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FILIP1	3	5	4	2	1	6	11	7	3	12	0	2	2	2	2	7	8	3
FILIP1L	207	289	1119	171	1051	176	233	553	310	321	1027	90	622	715	136	613	3103	305
FILNC1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
FIP1L1	689	745	1200	373	738	502	667	970	461	741	668	423	1006	871	110	911	1411	471
FIRRE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FIS1	1990	1528	2767	1038	1392	1056	2194	1937	1276	2142	1373	894	5358	3268	411	3969	4645	1763
FITM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FITM2	75	109	208	40	107	74	63	115	86	83	125	28	184	287	31	215	549	120
FIZ1	100	72	105	47	77	67	101	231	53	105	105	61	205	166	22	155	236	100
FJX1	138	86	191	56	91	46	120	80	53	139	96	38	447	282	28	305	459	111
FKBP10	839	788	1083	345	525	531	803	825	322	671	364	386	2075	1356	283	1180	1410	999
FKBP11	398	413	569	208	320	432	416	616	278	499	361	372	1039	1045	65	844	1171	667
FKBP14	308	419	448	196	323	323	253	421	143	293	297	202	764	785	84	766	969	535
FKBP15	212	265	513	134	277	154	201	367	212	237	235	101	535	591	64	474	820	263
FKBP1A	6185	5167	8405	2824	4519	2635	5154	5352	3091	5057	3476	2071	16570	9459	1633	10971	13628	5106
FKBP1A-SDCBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1AP1	0	3	4	0	1	0	1	3	1	1	1	2	4	3	0	2	8	0
FKBP1B	65	66	130	44	65	39	62	65	41	130	55	39	164	153	17	272	255	92
FKBP2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
FKBP3	565	556	1054	326	686	319	590	662	331	823	704	293	1972	1463	154	1862	2785	577
FKBP4	290	292	485	371	330	184	405	471	248	718	385	139	701	540	79	985	965	330
FKBP5	46	31	140	28	41	28	53	51	33	61	48	28	3083	2466	382	3282	3217	1549
FKBP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP7	162	149	231	97	122	128	194	217	48	256	122	129	526	408	23	524	502	199
FKBP8	484	302	779	195	254	179	377	478	1013	461	349	174	1143	811	137	1031	1124	412
FKBP9	1478	1428	2495	801	1083	1761	1395	2058	871	1652	972	1335	3585	3299	309	2789	3489	3085
FKBP9P1	6	11	18	13	5	28	5	17	4	12	13	16	15	22	2	24	30	37
FKBPL	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
FKRP	83	86	238	44	115	71	82	122	89	108	138	71	284	231	33	211	465	114
FKSG29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKTN	108	105	189	71	124	66	121	151	49	156	118	58	371	272	43	289	429	123
FLACC1	5	2	4	3	2	2	2	1	2	3	3	0	5	5	2	3	9	0
FLAD1	156	172	248	94	151	115	192	214	104	226	134	96	417	367	47	454	457	181
FLCN	153	197	312	106	172	118	222	349	124	223	214	119	364	357	65	409	536	210
FLG	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
FLG-AS1	0	6	29	10	2	10	1	4	3	1	4	6	3	15	2	28	16	19
FLG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLI1	50	36	100	16	42	21	62	79	34	60	73	28	148	86	13	95	167	44
FLICR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLII	28	8	4	3	4	2	2	4	3	2	13	3	26	5	0	8	12	14
FLJ12825	0	7	2	0	12	2	1	8	0	0	5	2	1	15	1	2	34	7
FLJ13224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ16779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ20021	63	58	100	26	51	31	61	55	31	70	52	38	213	171	18	186	237	91
FLJ22447	1	2	0	0	1	0	1	0	0	4	2	0	7	3	0	3	1	0
FLJ25758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ30679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ31104	2	1	1	1	1	0	2	1	0	0	5	0	1	1	1	1	2	3
FLJ31356	2	2	0	0	4	0	2	1	0	1	2	0	3	1	0	1	4	0
FLJ32255	55	48	151	46	58	34	52	56	65	87	40	15	120	91	18	119	139	38
FLJ33534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ36000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ37201	0	1	3	0	1	0	0	0	1	3	0	0	1	0	0	2	6	0
FLJ37453	21	19	22	11	21	15	23	22	6	17	8	14	61	66	1	71	54	22
FLJ38576	0	0	3	0	2	0	3	0	0	0	0	1	2	1	0	4	3	0
FLJ39095	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
FLJ40194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ40288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42351	9	5	3	0	1	0	6	5	2	6	2	2	10	17	1	8	6	2
FLJ42393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FLJ42627	3	11	39	2	7	4	0	6	10	1	7	4	7	23	7	7	23	9
FLJ42969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FLJ43315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ44635	14	10	20	9	9	13	22	24	4	20	6	9	44	28	3	37	39	25
FLJ45513	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0
FLJ46284	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FLJ46875	4	6	7	1	8	3	3	4	3	1	10	1	14	10	3	4	10	5
FLJ46906	44	44	63	19	39	64	51	54	39	68	42	61	112	93	11	109	133	137
FLNA	3989	3135	9969	1588	5368	3403	2851	4883	6330	3329	6246	2166	12518	11403	1186	9818	26997	7271
FLNB	491	332	985	164	849	266	315	445	422	319	713	197	1526	920	177	963	3163	611
FLNB-AS1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0
FLNC	1371	1531	9871	820	4059	1364	887	1944	3982	1293	3613	793	3972	3687	1006	3690	15522	2528
FLNC-AS1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
FLOT1	1	7	11	3	8	1	1	9	3	2	8	3	15	10	1	9	19	6
FLOT2	478	321	757	212	343	185	504	478	387	646	330	165	1372	816	103	1103	1188	359
FLRT1	0	0	0	1	0	2	0	2	0	1	0	3	2	1	2	0	0	1
FLRT2	373	324	1322	301	995	454	361	423	386	555	703	391	648	496	140	723	1808	444
FLRT3	0	0	9	1	3	1	0	0	1	1	5	2	13	11	0	7	56	3
FLT1	17	12	43	7	4	40	33	19	15	32	8	42	84	34	13	62	59	103
FLT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT3LG	81	52	72	33	42	40	120	68	29	87	50	35	210	122	10	116	131	67
FLT4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLVCR1	8	19	25	7	15	18	24	35	6	31	23	10	40	66	5	73	83	18
FLVCR1-DT	13	34	47	5	15	16	14	32	11	13	19	9	54	57	5	40	91	26
FLVCR2	1	6	12	4	9	6	0	10	6	3	4	3	9	48	2	40	79	28
FLYWCH1	228	194	372	116	197	168	209	321	252	305	217	154	470	499	48	463	659	302
FLYWCH2	255	200	334	90	213	137	233	315	125	264	192	136	675	547	30	593	697	239
FMC1	67	86	88	46	71	37	68	61	23	83	29	29	246	108	24	149	167	53
FMC1-LUC7L2	0	0	9	1	0	1	6	2	6	12	13	5	26	17	0	45	70	4
FMN1	14	15	47	8	21	8	8	38	16	9	16	8	32	26	4	45	35	13
FMN2	122	141	618	87	280	154	93	172	160	172	333	147	163	214	54	287	797	145
FMNL1	14	7	31	8	7	4	17	18	16	17	13	5	35	33	5	33	20	14
FMNL2	188	177	425	131	132	115	147	200	137	252	140	70	671	502	115	604	678	326
FMNL3	171	151	257	80	163	113	121	200	138	191	129	100	716	388	70	457	600	265
FMO1	0	0	0	1	0	0	0	0	0	3	0	1	3	1	0	3	0	0
FMO2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
FMO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO4	4	8	5	2	7	3	6	2	1	10	3	1	16	17	1	30	26	2
FMO5	13	17	23	4	15	8	21	20	5	7	16	12	43	37	5	44	98	22
FMO6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMOD	42	117	247	58	55	239	81	235	80	125	54	194	117	311	33	271	175	462
FMR1	143	164	243	76	187	101	105	278	77	163	180	78	353	369	39	303	609	195
FMR1-AS1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0
FMR1NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN1	14294	34713	60394	7694	29389	12485	14576	45425	15904	15712	30651	8780	41798	88202	12056	33837	139759	28264
FN3K	1	10	14	1	5	2	1	2	12	8	1	2	13	10	3	4	12	3
FN3KRP	197	200	304	121	189	119	188	255	104	252	185	76	632	497	35	532	795	233
FNBP1	411	390	698	245	472	282	321	441	272	401	374	182	949	721	155	832	1399	445
FNBP1L	105	101	314	79	125	89	111	149	98	177	113	85	533	455	81	591	760	280
FNBP4	1	0	0	1	0	1	1	3	2	2	2	0	2	28	0	10	36	3
FNDC1	28	13	239	6	3	22	25	31	53	21	7	16	86	46	26	42	32	43
FNDC10	185	148	397	140	140	107	195	239	238	328	178	108	594	443	41	737	592	205
FNDC11	3	0	1	0	1	0	3	1	0	2	1	0	16	2	0	1	7	2
FNDC3A	166	193	480	125	208	132	121	265	145	230	229	106	497	454	89	728	933	299
FNDC3B	437	427	1141	324	474	387	536	765	266	859	738	442	2103	1318	172	2193	3068	917
FNDC4	213	203	463	105	172	132	190	263	245	211	204	95	553	470	72	555	706	263
FNDC5	19	9	20	7	4	8	10	15	8	27	6	8	21	13	3	32	21	5
FNDC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
FNDC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FNIP1	222	187	294	105	178	156	327	298	102	375	302	154	568	404	80	480	694	247
FNIP2	101	234	741	126	191	178	191	584	256	346	300	149	338	525	144	526	697	350
FNTA	341	304	481	149	276	212	432	548	184	512	327	225	957	731	89	823	1003	377
FNTB	1	4	2	0	1	1	1	1	0	0	0	1	7	2	1	5	1	2
FOCAD	136	158	313	85	127	108	152	184	105	228	118	116	442	334	42	417	447	204
FOCAD-AS1	1	0	1	0	0	0	0	4	1	1	0	0	1	0	0	0	2	2
FOLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLH1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLR1	0	2	5	3	0	0	2	10	2	5	0	0	1	6	3	1	3	1
FOLR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLR3	88	94	291	69	117	31	87	204	145	182	150	24	238	227	62	277	390	70
FOPNL	2	2	2	0	0	1	0	0	0	0	0	0	1	3	0	1	3	1
FOS	6	10	15	2	6	4	478	262	126	181	362	138	309	72	13	123	67	61
FOSB	23	17	63	19	33	16	498	683	397	347	425	317	100	65	17	77	201	60
FOSL1	289	368	907	284	502	324	653	1237	557	848	1075	353	664	711	101	1063	1683	450
FOSL2	201	256	406	180	289	173	309	471	165	445	397	163	636	373	56	658	699	262
FOXA1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FOXA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXA3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0
FOXB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXC1	45	47	25	13	39	48	48	109	14	25	63	33	142	106	9	86	124	93
FOXC2	14	8	69	9	43	18	19	19	26	18	31	11	194	64	26	146	403	106
FOXC2-AS1	5	3	7	3	3	0	1	0	3	8	3	2	19	4	0	21	14	6
FOXCUT	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
FOXD1	575	320	1194	227	716	275	581	612	388	618	846	204	864	636	75	827	1956	296
FOXD2	0	1	0	0	0	1	0	1	0	0	2	0	2	1	1	2	1	0
FOXD2-AS1	0	1	1	0	0	0	2	0	1	0	0	2	2	1	0	5	8	2
FOXD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FOXD3-AS1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0
FOXD4	0	1	0	0	0	0	0	0	0	3	0	1	1	2	0	1	4	1
FOXD4L1	0	1	0	0	1	0	2	0	0	1	0	0	2	0	0	1	0	0
FOXD4L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD4L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD4L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD4L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXE3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
FOXF1	7	3	5	2	15	4	10	14	1	8	20	8	8	20	0	20	110	11
FOXF2	71	37	100	29	76	58	56	68	46	114	102	42	215	141	14	212	473	119
FOXG1	0	0	0	0	0	4	1	0	0	0	0	3	1	1	0	0	1	11
FOXG1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXH1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
FOXI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FOXI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXJ1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0
FOXJ2	122	103	236	33	139	87	139	198	71	156	141	62	337	276	25	266	433	183
FOXJ3	114	94	196	62	116	97	168	181	73	179	178	85	367	243	26	310	461	143
FOXK1	101	75	245	34	113	79	78	114	101	128	155	82	440	334	33	406	787	234
FOXK2	167	174	334	83	194	140	193	289	156	219	281	105	513	426	71	442	777	263
FOXL1	70	50	160	27	92	35	84	123	59	89	85	38	358	258	32	194	546	135
FOXL2	18	133	233	119	256	133	26	212	74	234	222	95	64	362	28	462	683	223
FOXL2NB	3	42	35	22	54	34	1	51	14	62	38	34	15	100	2	126	179	56
FOXL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXL3-OT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXM1	378	545	947	205	731	277	336	600	369	343	587	128	1113	1135	153	924	2214	538
FOXN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXN2	96	73	143	73	104	69	160	179	54	179	126	78	278	155	25	306	372	125
FOXN3	553	489	602	263	285	408	502	796	200	573	322	388	3867	2387	196	2930	2471	1320
FOXN3-AS1	13	17	29	6	18	4	17	28	15	15	13	8	38	51	9	38	70	22
FOXN3-AS2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	3	0
FOXN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO1	115	105	157	133	36	49	84	116	61	228	31	47	2291	1618	264	3270	1409	1053
FOXO3	372	439	932	256	609	336	440	740	365	484	566	280	3019	2112	411	2275	3215	1573
FOXO3B	13	13	29	7	16	27	23	40	14	20	16	19	66	48	5	47	94	27
FOXO4	28	26	48	7	25	18	21	23	13	20	11	9	65	47	11	61	48	14
FOXO6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FOXO6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXP1	364	568	889	187	286	401	371	694	307	391	274	255	528	681	150	457	908	492
FOXP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXP2	31	17	30	7	12	3	29	20	14	14	21	7	38	31	3	15	73	9
FOXP3	2	0	1	0	2	0	5	1	0	0	1	0	0	1	0	0	0	1
FOXP4	72	32	149	27	78	67	77	96	80	74	88	35	132	119	17	150	291	101
FOXP4-AS1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXQ1	79	55	186	69	93	38	97	130	80	175	111	37	175	164	33	310	374	112
FOXR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXRED1	97	76	143	45	80	50	76	104	65	90	73	63	244	223	21	211	280	93
FOXRED2	133	211	247	88	162	93	94	261	76	152	102	51	316	404	50	317	468	159
FOXS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FP248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FPGS	405	287	535	172	330	286	417	406	303	417	335	285	1078	714	122	801	1224	478
FPGT	47	41	72	23	45	19	21	25	16	56	23	8	110	120	13	150	133	58
FPGT-TNNI3K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FPR1	22	21	25	11	17	19	14	26	10	30	12	19	163	209	14	253	200	128
FPR2	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	2	0	0
FPR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRA10AC1	133	180	218	68	186	85	94	227	62	127	135	66	310	338	35	261	490	120
FRAS1	18	21	121	21	67	32	9	22	39	31	58	29	90	78	7	105	400	92
FRAT1	25	27	20	13	18	12	12	12	7	17	9	11	63	41	1	36	61	29
FRAT2	24	35	47	22	30	16	52	50	26	55	35	22	103	91	9	96	93	31
FREM1	1	0	1	0	0	1	0	2	0	1	0	0	4	3	0	3	3	0
FREM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FREM2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FREM3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FRG1	2	23	2	0	60	3	1	13	6	2	11	14	1	2	2	2	82	14
FRG1-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG1BP	80	137	17	28	139	88	59	161	14	55	104	60	216	325	9	142	417	157
FRG1CP	87	101	60	34	93	111	74	125	21	49	67	73	287	205	14	109	276	173
FRG1DP	0	0	0	0	1	1	0	2	0	0	2	1	0	1	0	1	2	7
FRG1EP	6	14	3	1	13	13	8	13	1	1	12	6	7	41	0	4	29	9
FRG1FP	4	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	1	1
FRG1HP	92	72	139	49	99	68	82	123	48	138	80	46	304	207	12	213	257	86
FRG1JP	9	8	3	7	4	3	8	10	0	18	0	4	8	11	1	34	3	11
FRG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG2B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG2C	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0
FRG2DP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG2EP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FRG2KP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRGCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRK	4	4	5	0	2	1	2	6	4	1	0	1	6	15	2	4	15	4
FRMD1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0
FRMD3	85	37	89	35	36	4	70	36	28	52	19	6	176	52	11	78	128	14
FRMD4A	134	145	198	73	159	53	108	178	79	129	110	25	430	261	43	284	482	119
FRMD4B	1	2	8	2	3	2	1	0	0	1	0	0	4	0	3	3	1	0
FRMD5	9	32	45	21	12	9	13	54	24	50	31	11	14	34	0	32	33	11
FRMD6	1994	1567	4454	690	2150	1461	1746	1786	931	1445	1863	953	2329	1960	323	2291	4768	981
FRMD6-AS1	20	12	22	9	15	9	12	7	2	9	15	7	33	23	3	23	45	13
FRMD6-AS2	2	4	3	1	0	0	3	0	1	3	6	4	11	3	0	5	8	5
FRMD7	0	2	3	0	0	0	0	2	0	4	2	0	1	2	0	1	0	0
FRMD8	188	197	591	75	232	236	319	396	264	348	308	304	763	623	64	701	1128	490
FRMD8P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMPD1	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
FRMPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMPD2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMPD3	1	4	1	0	7	2	3	2	0	1	8	5	4	1	0	5	25	6
FRMPD3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMPD4	5	4	0	5	1	0	1	1	0	1	1	0	6	1	0	6	5	1
FRRS1	18	27	46	13	12	26	41	54	19	43	14	17	77	76	3	92	74	42
FRRS1L	1	6	6	0	1	0	0	6	1	2	0	1	2	11	0	2	5	2
FRS2	98	97	178	58	105	72	169	184	62	162	144	64	246	191	32	259	381	146
FRS3	2	4	9	0	13	1	3	8	3	5	4	6	13	22	0	12	43	13
FRY	9	7	58	8	21	14	13	11	7	8	20	10	35	25	12	24	76	12
FRY-AS1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0
FRYL	157	148	293	86	188	99	118	172	79	172	146	65	343	369	48	330	629	189
FRZB	7	5	3	1	1	2	3	4	1	2	7	0	20	6	0	8	12	5
FSBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSCB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSCN1	1368	796	2170	622	1149	789	1485	1504	1151	1942	1381	789	3496	2439	254	3079	5216	1603
